CaseOrder,Customer_id,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
2187,Z578943,Seattle,WA,King,98148,47.443740000000005,-122.32507,11761,Urban,America/Los_Angeles,"Engineer, agricultural",4.0,19.0,Bachelor's Degree,Unemployed,65762.88,Never Married,Male,No,11.56955335,16,0,0,No,One year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),17.55138017,194.82295380000002,2484.2056780000003,1,2,3,4,3,3,2,2
2188,B842292,Gaston,NC,Northampton,27832,36.51201,-77.72581,3001,Urban,America/New_York,Accommodation manager,0.0,53.27574750830565,Regular High School Diploma,Full Time,42200.98,Widowed,Female,No,15.37081957,16,1,0,No,Two Year,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Mailed Check,7.6752177679999996,176.0928997,1515.545459,6,5,3,4,2,3,4,4
2189,S06924,Clayton,OK,Pushmataha,74536,34.56177,-95.45187,1557,Suburban,America/Chicago,Exhibition designer,0.0,81.0,Bachelor's Degree,Retired,3456.77,Never Married,Female,Yes,9.739323556,11,1,0,No,Month-to-month,No,No,DSL,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,8.907100551000001,222.909243,1641.698648,3,3,3,5,3,3,3,3
2190,W286676,Siler,KY,Whitley,40763,36.69269,-83.92336,398,Urban,America/New_York,Data scientist,1.0,43.0,"Some College, 1 or More Years, No Degree",Full Time,9011.25,Never Married,Female,Yes,10.4349606,12,4,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),4.275018982,184.96691850000002,3398.8427520151345,2,2,2,5,3,2,2,3
2191,K863807,Conroe,TX,Montgomery,77306,30.279759999999996,-95.31255999999999,13245,Suburban,America/Chicago,Dramatherapist,0.0,83.0,Bachelor's Degree,Full Time,104548.67,Widowed,Female,Yes,8.721612728,11,0,1,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,4.836003777,117.51656200000001,786.6024394,5,4,4,4,5,5,4,5
2192,F851755,Estero,FL,Lee,33928,26.41977,-81.72336,24682,Suburban,America/New_York,Public affairs consultant,0.0,22.0,Bachelor's Degree,Full Time,36224.99,Separated,Male,No,9.840587581,13,0,0,No,One year,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Credit Card (automatic),7.109946517999999,106.97840120000001,3398.8427520151345,4,4,4,3,3,4,4,3
2193,J150941,Macatawa,MI,Ottawa,49434,42.76916,-86.20766,6,Urban,America/Detroit,Outdoor activities/education manager,0.0,59.0,Bachelor's Degree,Full Time,52409.75,Widowed,Male,Yes,11.5444987,12,1,2,Yes,Month-to-month,Yes,No,DSL,No,Yes,No,No,No,No,No,Yes,Yes,Electronic Check,17.98438034,160.49941840000002,2197.871959,3,4,2,3,5,3,2,3
2194,B446255,Longview,WA,Cowlitz,98632,46.21685,-123.06853000000001,51045,Rural,America/Los_Angeles,"Scientist, physiological",0.0,81.0,Associate's Degree,Full Time,42530.46,Married,Male,Yes,10.20382058,14,5,0,No,Month-to-month,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),2.9188257039999996,213.33256749999998,3398.8427520151345,1,1,2,3,3,3,2,2
2195,O128322,Cisco,UT,Grand,84515,38.9426,-109.17928,0,Rural,America/Denver,Hydrographic surveyor,0.0,81.0,"9th Grade to 12th Grade, No Diploma",Full Time,25761.05,Separated,Male,Yes,10.06106147,12,2,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Electronic Check,34.49885764604514,161.9809886,805.2602253,3,2,3,3,3,4,4,4
2196,B717434,Zenda,WI,Walworth,53195,42.51399,-88.49021,121,Suburban,America/Chicago,Counselling psychologist,2.0,26.0,"Some College, 1 or More Years, No Degree",Unemployed,61145.59,Never Married,Female,No,7.210425107000001,3,1,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Electronic Check,2.201845475,165.56984540000002,482.1944216,3,3,2,3,4,3,3,3
2197,L09452,Bangor,PA,Northampton,18013,40.85301,-75.17174,18029,Rural,America/New_York,Acupuncturist,1.0,67.0,Bachelor's Degree,Part Time,91825.37,Separated,Male,No,12.78612191,7,2,0,Yes,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,4.418468235,137.5721625,985.5470101,4,3,4,3,4,5,4,4
2198,Y112097,Gifford,WA,Stevens,99131,48.27906,-118.1232,138,Urban,America/Los_Angeles,Cabin crew,0.0,19.0,Regular High School Diploma,Full Time,44080.0,Married,Female,No,16.3732636,7,1,0,No,Month-to-month,No,Yes,None,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,4.79897743,126.95536070000001,746.7953574000001,3,4,3,1,7,2,2,4
2199,E613276,Eden,MD,Worcester,21822,38.27518,-75.63759,2013,Rural,America/New_York,"Therapist, horticultural",1.0,24.0,Bachelor's Degree,Retired,18445.73,Never Married,Male,Yes,16.71915201,14,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,14.16869641,245.074664,2031.234186,4,3,5,4,3,4,5,4
2200,Y358625,Kingsville,MD,Baltimore,21087,39.44771,-76.4157,5407,Urban,America/New_York,"Lecturer, further education",9.0,53.27574750830565,Master's Degree,Retired,39936.76222636489,Separated,Prefer not to answer,No,8.101416737000001,7,2,1,No,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Mailed Check,4.927273468,114.6122197,1075.114258,3,3,3,2,5,2,3,4
2201,L473992,Thatcher,AZ,Graham,85552,32.82182,-109.76941000000001,6572,Rural,America/Phoenix,"Engineer, structural",0.0,26.0,Regular High School Diploma,Full Time,39936.76222636489,Separated,Female,No,9.764045925,12,3,0,Yes,One year,No,Yes,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),34.49885764604514,125.3061973,1469.569398,3,3,4,4,5,2,3,3
2202,L146780,San Francisco,CA,San Francisco,94118,37.7801,-122.46246000000001,41468,Rural,America/Los_Angeles,"Production assistant, television",0.0,80.0,Associate's Degree,Full Time,49276.44,Divorced,Male,No,5.536999724,11,0,1,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,No,Electronic Check,4.028151739,172.9298179,558.7166007000001,3,2,3,4,4,4,4,2
2203,K487772,Alderson,OK,Pittsburg,74522,34.90361,-95.69292,266,Rural,America/Chicago,Proofreader,0.0,89.0,"9th Grade to 12th Grade, No Diploma",Retired,98189.95,Married,Female,Yes,39.24278845,15,1,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Credit Card (automatic),26.74208979,273.35076960000004,3121.880615,4,3,3,4,4,4,2,5
2204,P87929,Saint Louis,MO,St. Louis,63110,38.625859999999996,-90.26699,18208,Suburban,America/Chicago,Charity officer,8.0,53.27574750830565,Bachelor's Degree,Full Time,24364.42,Divorced,Female,Yes,11.81520347,11,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,4.029419334,136.51956819999998,1244.250467,4,3,2,4,4,4,5,4
2205,P549470,Orleans,CA,Humboldt,95556,41.300779999999996,-123.58461000000001,627,Rural,America/Los_Angeles,"Editor, magazine features",0.0,20.0,"Some College, 1 or More Years, No Degree",Student,18199.63,Married,Female,Yes,10.19934181,13,0,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,No,Mailed Check,19.68548958,201.2568115,2766.730566,4,4,3,4,3,4,4,2
2206,U469886,Johnson,VT,Lamoille,5656,44.64938,-72.68772,3587,Suburban,America/New_York,Dentist,2.0,60.0,"Some College, Less than 1 Year",Unemployed,38683.31,Widowed,Female,No,10.87475636,14,0,1,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Electronic Check,6.173819513,192.94287769999997,841.3922748,2,2,2,5,4,2,4,2
2207,Z827010,Orient,NY,Suffolk,11957,41.14927,-72.26173,782,Suburban,America/New_York,Oncologist,1.0,86.0,Regular High School Diploma,Part Time,18593.16,Separated,Male,No,10.55045132,11,1,1,No,One year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,3.9907155380000003,135.20077680000003,411.6028202,4,4,4,2,2,4,4,5
2208,N816335,Dundee,MS,Tunica,38626,34.513709999999996,-90.41771999999999,1006,Suburban,America/Chicago,Heritage manager,2.0,35.0,"Some College, Less than 1 Year",Full Time,21302.74,Separated,Male,No,37.60970266,17,1,0,No,One year,No,No,None,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),11.90633605,200.2155156,1495.042007,4,4,4,4,4,4,4,3
2209,P888263,Cypress Inn,TN,Wayne,38452,35.080420000000004,-87.79628000000001,1330,Suburban,America/Chicago,Economist,0.0,47.0,Regular High School Diploma,Full Time,16752.3,Separated,Male,Yes,13.89913624,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),7.394788256,265.9691755,1449.160419,3,3,4,2,5,2,2,2
2210,Y221956,Poughkeepsie,AR,Sharp,72569,36.102909999999994,-91.44521999999999,391,Suburban,America/Chicago,Prison officer,10.0,53.27574750830565,Associate's Degree,Full Time,11359.36,Divorced,Female,No,15.286786900000001,9,0,0,No,Two Year,Yes,No,DSL,Yes,No,No,No,No,No,No,No,No,Credit Card (automatic),1.445549441,104.86010390000001,869.1995017,2,4,4,4,2,4,4,3
2211,G838188,Annapolis,MD,Anne Arundel,21402,38.98822,-76.47247,6409,Urban,America/New_York,Recycling officer,0.0,41.0,Bachelor's Degree,Student,75769.12,Separated,Female,No,5.033219429,19,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),8.696181227,111.54228789999999,737.6363932999999,2,4,4,3,3,3,4,4
2212,X946359,Brooklyn,NY,Kings,11223,40.59715,-73.97359,81789,Urban,America/New_York,Community education officer,0.0,40.0,Master's Degree,Student,51427.43,Separated,Female,No,11.11584836,8,1,0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Mailed Check,6.840971777999999,195.5759405,919.5165157,6,5,5,3,5,4,4,5
2213,A53575,Carthage,TX,Panola,75633,32.12895,-94.27705,13553,Rural,America/Chicago,Mental health nurse,0.0,28.0,Regular High School Diploma,Unemployed,65499.28,Separated,Male,No,10.11663732,14,1,0,No,One year,No,No,None,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),20.43585137,135.1316188,3398.8427520151345,4,3,4,4,2,5,4,3
2214,F335560,Craftsbury,VT,Orleans,5826,44.646679999999996,-72.40248000000001,960,Suburban,America/New_York,"Surveyor, building",2.0,53.27574750830565,Regular High School Diploma,Full Time,38914.87,Never Married,Male,No,8.725941016,18,1,1,No,Two Year,Yes,No,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Credit Card (automatic),2.707118641,187.1611976,885.2339594,3,3,3,4,3,2,4,3
2215,S487434,Troutville,VA,Botetourt,24175,37.42845,-79.93959,7901,Rural,America/New_York,"Psychologist, counselling",0.0,60.0,Regular High School Diploma,Student,39936.76222636489,Never Married,Female,No,9.552140098999999,14,1,0,Yes,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),6.280617425,91.72974712,1106.403216,4,4,3,3,4,4,6,4
2216,Q667742,Southampton,MA,Hampshire,1073,42.23083,-72.73857,6140,Urban,America/New_York,Public relations account executive,0.0,61.0,"Some College, 1 or More Years, No Degree",Full Time,13622.45,Divorced,Female,Yes,9.558651438,11,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Mailed Check,7.458443411,216.4595474,931.3751447999999,5,4,3,3,3,5,4,4
2217,N842500,East Meadow,NY,Nassau,11554,40.719609999999996,-73.56021,37358,Urban,America/New_York,Forest/woodland manager,3.0,70.0,Bachelor's Degree,Retired,39936.76222636489,Separated,Male,Yes,10.46604339,15,3,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.465591646,233.06880980000003,1463.186559,3,3,3,6,3,2,3,4
2218,R506451,Riverton,UT,Salt Lake,84065,40.49541,-111.94443999999999,42161,Urban,America/Denver,Risk analyst,0.0,39.0,GED or Alternative Credential,Part Time,39936.76222636489,Never Married,Male,No,12.19365046,10,1,0,No,Two Year,Yes,No,None,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Bank Transfer(automatic),12.63821763,159.0533373,3398.8427520151345,3,3,3,4,5,2,3,3
2219,U565764,Piney Creek,NC,Alleghany,28663,36.53905,-81.30476999999999,617,Rural,America/New_York,Solicitor,1.0,32.0,GED or Alternative Credential,Full Time,4032.31,Widowed,Female,No,6.829085684,13,0,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Electronic Check,13.14985671,182.15231540000002,1515.763354,3,3,4,3,3,5,4,5
2220,L142934,Watts,OK,Adair,74964,36.11707,-94.66434,2709,Rural,America/Chicago,Chief Technology Officer,0.0,28.0,Regular High School Diploma,Full Time,39936.76222636489,Married,Female,Yes,13.96873864,12,1,0,No,Two Year,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),25.69630523,225.8796713,3298.322775,3,3,3,3,4,4,3,3
2221,G17131,Charleston,SC,Charleston,29403,32.80462,-79.94377,21888,Suburban,America/New_York,Occupational psychologist,2.0,53.27574750830565,Bachelor's Degree,Student,33578.92,Widowed,Male,No,38.70074437,14,0,0,Yes,Two Year,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,No,No,No,Mailed Check,3.08966257,181.1298584,634.9659165,5,5,4,3,5,2,3,3
2222,R686984,Highland Park,MI,Wayne,48203,42.421659999999996,-83.10231999999999,22939,Suburban,America/Detroit,Teaching laboratory technician,0.0,53.27574750830565,Master's Degree,Full Time,58563.96,Widowed,Female,No,10.1499477,8,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Credit Card (automatic),7.943839584,145.92851069999998,610.2392527000001,3,4,3,4,3,4,3,2
2223,K846511,Gatlinburg,TN,Sevier,37738,35.670190000000005,-83.47483000000001,5555,Suburban,America/New_York,"Exhibitions officer, museum/gallery",0.0,73.0,Nursery School to 8th Grade,Student,60432.79,Never Married,Female,No,10.43807896,16,0,0,No,Two Year,No,No,DSL,Yes,No,No,No,Yes,No,No,No,No,Mailed Check,13.31739361,117.20527609999999,1606.689609,3,2,3,1,6,3,3,2
2224,G966744,Hogansville,GA,Troup,30230,33.164190000000005,-84.92217,9470,Suburban,America/New_York,Museum/gallery conservator,2.0,53.27574750830565,"Some College, Less than 1 Year",Part Time,9774.33,Widowed,Male,No,10.22447618,14,0,2,No,Two Year,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,No,No,Bank Transfer(automatic),10.5765425,161.21037330000001,1792.965757,4,4,5,2,4,3,3,5
2225,M847600,Alvin,IL,Vermilion,61811,40.29272,-87.62281999999999,678,Rural,America/Chicago,"Designer, interior/spatial",3.0,46.0,Bachelor's Degree,Retired,60537.01,Separated,Male,Yes,39.44213435,12,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),10.37052081,212.56514500000003,1772.190486,3,2,3,4,3,4,5,3
2226,Y996334,Portland,OR,Multnomah,97239,45.48842,-122.69061,17666,Urban,America/Los_Angeles,Operational investment banker,0.0,66.0,GED or Alternative Credential,Full Time,72382.94,Separated,Male,Yes,2.39108321,10,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic Check,3.478065032,147.75112769999998,889.8305751,2,4,4,3,5,2,2,3
2227,V455137,Tolono,IL,Champaign,61880,39.97357,-88.2458,3831,Rural,America/Chicago,Private music teacher,0.0,45.0,"9th Grade to 12th Grade, No Diploma",Retired,24324.5,Widowed,Male,Yes,9.598353012999999,11,1,0,No,Two Year,No,No,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,10.36313135,172.8591596,1685.196727,3,3,4,3,5,2,3,3
2228,H153949,Philadelphia,PA,Philadelphia,19122,39.977779999999996,-75.14582,22187,Urban,America/New_York,Lobbyist,4.0,33.0,"9th Grade to 12th Grade, No Diploma",Full Time,37615.69,Never Married,Female,No,17.27703112,10,2,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Bank Transfer(automatic),10.26899571,242.1082543,1620.308367,4,4,3,3,3,5,4,5
2229,T401958,Chapmanville,WV,Logan,25508,37.96346,-82.02167,9025,Suburban,America/New_York,Pensions consultant,0.0,24.0,Regular High School Diploma,Part Time,36024.36,Widowed,Female,Yes,8.597778071,13,1,0,Yes,Month-to-month,No,No,None,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,9.526371207999999,140.1125394,1297.915797,3,2,3,5,2,2,4,4
2230,Z462594,Bellmore,NY,Nassau,11710,40.67212,-73.5329,34237,Suburban,America/New_York,"Exhibitions officer, museum/gallery",6.0,53.27574750830565,"Some College, Less than 1 Year",Unemployed,11247.19,Married,Male,No,11.53262038,9,0,0,No,One year,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Mailed Check,10.39420716,130.3807845,1776.7552289999999,3,4,3,4,4,3,4,3
2231,O554282,Tichnor,AR,Arkansas,72166,34.05265,-91.23824,119,Rural,America/Chicago,Editorial assistant,0.0,59.0,Master's Degree,Full Time,39936.76222636489,Divorced,Female,Yes,12.37598357,14,0,2,No,Month-to-month,Yes,No,DSL,No,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),10.32825337,188.7956886,1683.120743,2,2,2,4,3,3,4,3
2232,U632597,Neville,OH,Clermont,45156,38.81472,-84.2154,73,Suburban,America/New_York,Emergency planning/management officer,1.0,19.0,"Some College, 1 or More Years, No Degree",Full Time,48228.96,Widowed,Male,Yes,14.87294376,13,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),13.85764529,242.0265955,1946.9372640000001,4,3,3,2,4,4,5,3
2233,R21451,Yellow Springs,OH,Greene,45387,39.79806,-83.88693,5456,Urban,America/New_York,"Production assistant, television",4.0,70.0,"9th Grade to 12th Grade, No Diploma",Full Time,16662.12,Separated,Male,Yes,8.316110983,12,1,0,No,One year,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),4.338536124,173.55551069999999,1230.940963,5,4,4,3,5,3,3,4
2234,G730072,Youngsville,NY,Sullivan,12791,41.812259999999995,-74.89007,485,Urban,America/New_York,"Scientist, biomedical",2.0,53.27574750830565,Regular High School Diploma,Part Time,35433.48,Widowed,Female,No,14.00236648,12,2,0,No,Two Year,Yes,Yes,None,Yes,No,No,Yes,No,No,No,Yes,Yes,Mailed Check,8.49286732,139.36491940000002,1013.2664980000001,5,4,4,3,3,5,5,5
2235,R257162,Cleveland,MS,Bolivar,38732,33.75623,-90.7275,17644,Rural,America/Chicago,Art therapist,4.0,53.27574750830565,Associate's Degree,Full Time,34422.88,Divorced,Male,Yes,6.389823091,14,3,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Mailed Check,2.649474346,185.444676,1164.5742480000001,3,1,2,3,4,3,3,3
2236,O881167,Somerset,MA,Bristol,2725,41.71252,-71.18426,2421,Rural,America/New_York,"Horticulturist, amenity",4.0,32.0,"Some College, 1 or More Years, No Degree",Full Time,25712.78,Never Married,Female,No,7.30355052,11,0,0,Yes,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),18.5303046,220.0315935,2157.6699120000003,4,4,2,5,2,3,4,3
2237,B651104,Marcellus,NY,Onondaga,13108,42.973290000000006,-76.33094,6050,Urban,America/New_York,Minerals surveyor,0.0,52.0,Regular High School Diploma,Full Time,70459.21,Divorced,Female,Yes,16.16182738,10,0,2,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,4.970731359,236.5201434,1450.54664,3,4,3,4,3,3,4,4
2238,L853820,Mapleton,KS,Bourbon,66754,38.00529,-94.88538,385,Urban,America/Chicago,Graphic designer,0.0,58.0,Bachelor's Degree,Full Time,33109.91,Married,Prefer not to answer,No,9.997307605,13,0,1,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No,Yes,Credit Card (automatic),2.4934342000000003,128.75200279999999,249.3579815,5,4,4,3,3,5,5,5
2239,T539156,Doucette,TX,Tyler,75942,30.8163,-94.43156,222,Rural,America/Chicago,Electrical engineer,0.0,44.0,Bachelor's Degree,Full Time,39936.76222636489,Never Married,Male,No,13.7139628,9,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,No,Mailed Check,25.26752201,160.77483999999998,2351.365618,2,3,3,4,4,3,3,3
2240,U13490,Only,TN,Hickman,37140,35.85917,-87.6525,1330,Rural,America/Chicago,Special effects artist,4.0,83.0,Master's Degree,Full Time,43598.48,Married,Male,No,11.37835735,17,0,2,No,Month-to-month,Yes,No,None,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),3.020800743,129.7976447,590.380115,4,4,5,3,4,2,3,5
2241,T689270,Strawberry Point,IA,Clayton,52076,42.69982,-91.51016,2246,Urban,America/Chicago,Counsellor,2.0,76.0,Bachelor's Degree,Student,1476.14,Married,Male,No,11.64512119,12,2,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),4.905017786,192.77945,782.6217803,3,3,3,3,3,3,4,4
2242,I902249,Gilman City,MO,Harrison,64642,40.17184,-93.83148,867,Suburban,America/Chicago,Human resources officer,1.0,81.0,"Some College, 1 or More Years, No Degree",Part Time,39936.76222636489,Widowed,Female,Yes,9.893856658999999,12,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),1.198203116,169.38769680000001,276.57776060000003,3,3,5,4,1,5,4,2
2243,D60541,Crown King,AZ,Yavapai,86343,34.19336,-112.29585,68,Urban,America/Phoenix,Heritage manager,0.0,53.27574750830565,Associate's Degree,Full Time,24165.59,Divorced,Male,Yes,7.299244366,7,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,1.366478277,209.6869789,634.6246024000001,4,4,5,3,4,4,3,4
2244,Q17056,Southaven,MS,DeSoto,38672,34.93779,-89.94856999999999,13535,Suburban,America/Chicago,Estate manager/land agent,2.0,28.0,Bachelor's Degree,Retired,39936.76222636489,Divorced,Female,Yes,11.22551838,10,0,1,No,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Mailed Check,8.492902362,208.03862819999998,1653.756383,3,4,3,3,3,4,5,5
2245,A661362,Raquette Lake,NY,Hamilton,13436,43.811009999999996,-74.66038,123,Urban,America/New_York,Physiological scientist,0.0,83.0,"Some College, 1 or More Years, No Degree",Full Time,52417.3,Married,Male,No,12.67669744,18,1,0,No,Month-to-month,Yes,No,DSL,No,No,No,Yes,Yes,No,No,No,Yes,Mailed Check,5.262829587,128.98413190000002,3398.8427520151345,2,1,3,2,3,3,2,3
2246,Y909888,Bloomfield Hills,MI,Oakland,48302,42.58567,-83.29524,16019,Urban,America/Detroit,Biomedical engineer,5.0,60.0,Regular High School Diploma,Full Time,44650.63,Never Married,Male,Yes,5.866993765,13,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,2.7346685689999997,175.3335961,1228.5527,3,2,2,4,2,3,3,2
2247,Q109692,Charleston,WV,Kanawha,25320,38.53927,-81.63074,6976,Suburban,America/New_York,Petroleum engineer,0.0,18.0,"9th Grade to 12th Grade, No Diploma",Student,36555.15,Widowed,Male,No,10.87007087,14,2,1,No,Month-to-month,No,No,None,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Mailed Check,34.49885764604514,172.50507869999998,1151.9729630000002,3,4,4,6,2,5,4,5
